Aneg05G018740.1	ACNE_00001
Aneg03G009090.1	ACNE_07040
Aneg03G025810.1	ACNE_07041
Aneg03G003230.1	ACNE_07042
Aneg12G004710.1	ACNE_07043
Aneg08G018590.1	ACNE_07044
Aneg01G030640.1	ACNE_07045
Aneg07G005660.1	ACNE_07046
Aneg03G027770.1	ACNE_07047
Aneg04G018090.1	ACNE_07048
Aneg11G008790.1	ACNE_07049
Aneg01G005320.1	ACNE_07050
Aneg10G007880.1	ACNE_07051
Aneg04G021060.1	ACNE_07052
Aneg03G024290.1	ACNE_07053
Aneg02G017880.1	ACNE_07054
Aneg12G005590.1	ACNE_07055
Aneg04G020920.1	ACNE_07056
Aneg09G013890.1	ACNE_07057
Aneg01G028320.1	ACNE_07058
Aneg11G003640.1	ACNE_07059
Aneg04G011440.1	ACNE_07060
Aneg03G008680.1	ACNE_07061
Aneg03G015290.1	ACNE_07062
Aneg01G009390.1	ACNE_07063
Aneg11G005360.1	ACNE_07064
Aneg11G010570.1	ACNE_07065
Aneg05G015690.1	ACNE_07066
Aneg04G022810.1	ACNE_07067
Aneg08G007660.1	ACNE_07068
Aneg01G005050.1	ACNE_07069
Aneg13G011270.1	ACNE_07070
Aneg07G016560.1	ACNE_07071
Aneg02G027890.1	ACNE_07072
Aneg04G009920.1	ACNE_07073
Aneg04G017240.1	ACNE_07074
Aneg05G000930.1	ACNE_07075
Aneg04G027710.1	ACNE_07076
Aneg07G016320.1	ACNE_07077
Aneg02G007240.1	ACNE_07078
Aneg05G004410.1	ACNE_07079
Aneg03G010520.1	ACNE_07080
Aneg12G003920.1	ACNE_07081
Aneg13G007770.1	ACNE_07082
Aneg03G011320.1	ACNE_07083
Aneg01G011890.1	ACNE_07084
Aneg09G004810.1	ACNE_07085
Aneg01G019680.1	ACNE_07086
Aneg12G003260.1	ACNE_07087
Aneg11G006040.1	ACNE_07088
Aneg06G014930.1	ACNE_07089
Aneg02G006830.1	ACNE_07090
Aneg02G024960.1	ACNE_07091
Aneg13G002390.1	ACNE_07092
Aneg03G028060.1	ACNE_07093
Aneg03G018750.1	ACNE_07094
Aneg08G010400.1	ACNE_07095
Aneg10G003580.1	ACNE_07096
Aneg02G019030.1	ACNE_07097
Aneg12G009220.1	ACNE_07098
Aneg06G018860.1	ACNE_07099
Aneg09G010030.1	ACNE_07100
Aneg10G014570.1	ACNE_07101
Aneg13G009500.1	ACNE_07102
Aneg02G020880.1	ACNE_07103
Aneg05G014630.1	ACNE_07104
Aneg06G020070.1	ACNE_07105
Aneg12G017740.1	ACNE_07106
Aneg10G014250.1	ACNE_07107
Aneg08G009860.1	ACNE_07108
Aneg02G021400.1	ACNE_07109
Aneg10G002020.1	ACNE_07110
Aneg04G026760.1	ACNE_07111
Aneg08G000070.1	ACNE_07112
Aneg02G027290.1	ACNE_07113
Aneg12G006370.1	ACNE_07114
Aneg09G015160.1	ACNE_07115
Aneg01G025240.1	ACNE_07116
Aneg01G027930.1	ACNE_07117
Aneg07G008730.1	ACNE_07118
Aneg01G027510.1	ACNE_07119
Aneg12G009950.1	ACNE_07120
Aneg03G024710.1	ACNE_07121
Aneg07G008650.1	ACNE_07122
Aneg05G002650.1	ACNE_07123
Aneg04G021940.1	ACNE_07124
Aneg05G002740.1	ACNE_07125
Aneg04G023210.1	ACNE_07126
Aneg03G011750.1	ACNE_07127
Aneg03G001120.1	ACNE_07128
Aneg06G014370.1	ACNE_07129
Aneg04G026690.1	ACNE_07130
Aneg03G026900.1	ACNE_07131
Aneg09G017820.1	ACNE_07132
Aneg08G009140.1	ACNE_07133
Aneg06G008740.1	ACNE_07134
Aneg01G005430.1	ACNE_07135
Aneg11G007070.1	ACNE_07136
Aneg12G007040.1	ACNE_07137
Aneg01G010250.1	ACNE_07138
Aneg13G017140.1	ACNE_07139
Aneg02G003690.1	ACNE_07140
Aneg01G021860.1	ACNE_07141
Aneg12G012020.1	ACNE_07142
Aneg09G008850.1	ACNE_07143
Aneg06G018340.1	ACNE_07144
Aneg01G029440.1	ACNE_07145
Aneg13G001470.1	ACNE_07146
Aneg05G000790.1	ACNE_07147
Aneg07G014350.1	ACNE_07148
Aneg12G009110.1	ACNE_07149
Aneg13G012400.1	ACNE_07150
Aneg03G019960.1	ACNE_07151
Aneg06G019580.1	ACNE_07152
Aneg09G001740.1	ACNE_07153
Aneg13G004170.1	ACNE_07154
Aneg04G023890.1	ACNE_07155
Aneg01G022340.1	ACNE_07156
Aneg05G015930.1	ACNE_07157
Aneg12G017690.1	ACNE_07158
Aneg03G016800.1	ACNE_07159
Aneg04G021320.1	ACNE_07160
Aneg03G008040.1	ACNE_07161
Aneg07G018450.1	ACNE_07162
Aneg01G017360.1	ACNE_07163
Aneg09G005040.1	ACNE_07164
Aneg06G021150.1	ACNE_07165
Aneg09G003860.1	ACNE_07166
Aneg12G008960.1	ACNE_07167
Aneg07G004720.1	ACNE_07168
Aneg05G015350.1	ACNE_07169
Aneg05G008640.1	ACNE_07170
Aneg02G020590.1	ACNE_07171
Aneg02G027330.1	ACNE_07172
Aneg01G013160.1	ACNE_07173
Aneg05G015950.1	ACNE_07174
Aneg05G015620.1	ACNE_07175
Aneg13G010540.1	ACNE_07176
Aneg10G001850.1	ACNE_07177
Aneg13G001690.1	ACNE_07178
Aneg07G012810.1	ACNE_07179
Aneg12G001480.1	ACNE_07180
Aneg01G019440.1	ACNE_07181
Aneg13G007360.1	ACNE_07182
Aneg03G007390.1	ACNE_07183
Aneg04G021080.1	ACNE_07184
Aneg01G006230.1	ACNE_07185
Aneg10G001200.1	ACNE_07186
Aneg12G000860.1	ACNE_07187
Aneg06G012650.1	ACNE_07188
Aneg09G016970.1	ACNE_07189
Aneg04G004290.1	ACNE_07190
Aneg03G025530.1	ACNE_07191
Aneg10G011150.1	ACNE_07192
Aneg04G011210.1	ACNE_07193
Aneg06G006450.1	ACNE_07194
Aneg05G008920.1	ACNE_07195
Aneg02G016150.1	ACNE_07196
Aneg02G031410.1	ACNE_07197
Aneg11G002550.1	ACNE_07198
Aneg03G019410.1	ACNE_07199
Aneg07G016410.1	ACNE_07200
Aneg09G011520.1	ACNE_07201
Aneg13G006610.1	ACNE_07202
Aneg09G008330.1	ACNE_07203
Aneg03G022690.1	ACNE_07204
Aneg02G022960.1	ACNE_07205
Aneg09G015560.1	ACNE_07206
Aneg03G001080.1	ACNE_07207
Aneg03G026650.1	ACNE_07208
Aneg03G015810.1	ACNE_07209
Aneg010S000020.1	ACNE_07210
Aneg04G013170.1	ACNE_07211
Aneg02G015940.1	ACNE_07212
Aneg03G029370.1	ACNE_07213
Aneg05G013000.1	ACNE_07214
Aneg076S000120.1	ACNE_07215
Aneg11G011570.1	ACNE_07216
Aneg02G003420.1	ACNE_07217
Aneg01G013390.1	ACNE_07218
Aneg10G004290.1	ACNE_07219
Aneg06G008100.1	ACNE_07220
Aneg06G008840.1	ACNE_07221
Aneg06G001660.1	ACNE_07222
Aneg11G013820.1	ACNE_07223
Aneg02G026770.1	ACNE_07224
Aneg03G015850.1	ACNE_07225
Aneg02G020780.1	ACNE_07226
Aneg07G006250.1	ACNE_07227
Aneg06G006710.1	ACNE_07228
Aneg03G021090.1	ACNE_07229
Aneg04G021910.1	ACNE_07230
Aneg09G019470.1	ACNE_07231
Aneg04G001560.1	ACNE_07232
Aneg02G023380.1	ACNE_07233
Aneg02G014750.1	ACNE_07234
Aneg11G013420.1	ACNE_07235
Aneg09G007580.1	ACNE_07236
Aneg05G019070.1	ACNE_07237
Aneg03G023280.1	ACNE_07238
Aneg12G003830.1	ACNE_07239
Aneg04G005030.1	ACNE_07240
Aneg03G015080.1	ACNE_07241
Aneg02G026160.1	ACNE_07242
Aneg09G012300.1	ACNE_07243
Aneg02G018650.1	ACNE_07244
Aneg03G017340.1	ACNE_07245
Aneg02G001780.1	ACNE_07246
Aneg01G011110.1	ACNE_07247
Aneg09G016720.1	ACNE_07248
Aneg03G004360.1	ACNE_07249
Aneg01G014350.1	ACNE_07250
Aneg05G016090.1	ACNE_07251
Aneg05G021500.1	ACNE_07252
Aneg02G013810.1	ACNE_07253
Aneg06G014780.1	ACNE_07254
Aneg12G008870.1	ACNE_07255
Aneg05G019570.1	ACNE_07256
Aneg11G003120.1	ACNE_07257
Aneg11G010000.1	ACNE_07258
Aneg12G017230.1	ACNE_07259
Aneg12G014830.1	ACNE_07260
Aneg09G014050.1	ACNE_07261
Aneg02G025510.1	ACNE_07262
Aneg03G001050.1	ACNE_07263
Aneg04G014200.1	ACNE_07264
Aneg12G005310.1	ACNE_07265
Aneg12G008430.1	ACNE_07266
Aneg01G012740.1	ACNE_07267
Aneg11G014890.1	ACNE_07268
Aneg09G001000.1	ACNE_07269
Aneg13G007810.1	ACNE_07270
Aneg12G002420.1	ACNE_07271
Aneg02G026930.1	ACNE_07272
Aneg01G009670.1	ACNE_07273
Aneg04G006630.1	ACNE_07274
Aneg01G003510.1	ACNE_07275
Aneg02G013970.1	ACNE_07276
Aneg05G005010.1	ACNE_07277
Aneg08G002310.1	ACNE_07278
Aneg04G029080.1	ACNE_07279
Aneg02G026030.1	ACNE_07280
Aneg12G014870.1	ACNE_07281
Aneg05G017780.1	ACNE_07282
Aneg08G017330.1	ACNE_07283
Aneg07G009380.1	ACNE_07284
Aneg05G023060.1	ACNE_07285
Aneg12G013490.1	ACNE_07286
Aneg06G008620.1	ACNE_07287
Aneg06G011330.1	ACNE_07288
Aneg09G018290.1	ACNE_07289
Aneg09G012490.1	ACNE_07290
Aneg10G011210.1	ACNE_07291
Aneg03G018880.1	ACNE_07292
Aneg10G003000.1	ACNE_07293
Aneg13G009720.1	ACNE_07294
Aneg04G006580.1	ACNE_07295
Aneg07G002420.1	ACNE_07296
Aneg10G004900.1	ACNE_07297
Aneg04G022200.1	ACNE_07298
Aneg06G001010.1	ACNE_07299
Aneg02G029840.1	ACNE_07300
Aneg09G018580.1	ACNE_07301
Aneg01G025220.1	ACNE_07302
Aneg07G008470.1	ACNE_07303
Aneg05G007440.1	ACNE_07304
Aneg07G011670.1	ACNE_07305
Aneg08G013510.1	ACNE_07306
Aneg05G014720.1	ACNE_07307
Aneg10G009360.1	ACNE_07308
Aneg09G004320.1	ACNE_07309
Aneg07G002410.1	ACNE_07310
Aneg04G014260.1	ACNE_07311
Aneg06G017210.1	ACNE_07312
Aneg06G014290.1	ACNE_07313
Aneg08G013450.1	ACNE_07314
Aneg05G000160.1	ACNE_07315
Aneg02G028370.1	ACNE_07316
Aneg04G010800.1	ACNE_07317
Aneg06G019700.1	ACNE_07318
Aneg11G001780.1	ACNE_07319
Aneg08G010290.1	ACNE_07320
Aneg13G000810.1	ACNE_07321
Aneg03G019610.1	ACNE_07322
Aneg03G019070.1	ACNE_07323
Aneg08G016320.1	ACNE_07324
Aneg01G033080.1	ACNE_07325
Aneg03G022760.1	ACNE_07326
Aneg11G004460.1	ACNE_07327
Aneg09G001380.1	ACNE_07328
Aneg07G003360.1	ACNE_07329
Aneg12G007710.1	ACNE_07330
Aneg08G018430.1	ACNE_07331
Aneg03G000600.1	ACNE_07332
Aneg06G010260.1	ACNE_07333
Aneg01G029510.1	ACNE_07334
Aneg04G003440.1	ACNE_07335
Aneg10G004200.1	ACNE_07336
Aneg08G014240.1	ACNE_07337
Aneg02G025180.1	ACNE_07338
Aneg05G021680.1	ACNE_07339
Aneg12G000140.1	ACNE_07340
Aneg09G002290.1	ACNE_07341
Aneg05G021480.1	ACNE_07342
Aneg07G017850.1	ACNE_07343
Aneg08G018280.1	ACNE_07344
Aneg11G006890.1	ACNE_07345
Aneg01G013350.1	ACNE_07346
Aneg05G009360.1	ACNE_07347
Aneg04G023000.1	ACNE_07348
Aneg01G021720.1	ACNE_07349
Aneg03G013250.1	ACNE_07350
Aneg06G002300.1	ACNE_07351
Aneg09G002370.1	ACNE_07352
Aneg04G016130.1	ACNE_07353
Aneg12G003840.1	ACNE_07354
Aneg04G001500.1	ACNE_07355
Aneg09G002680.1	ACNE_07356
Aneg11G013070.1	ACNE_07357
Aneg06G013220.1	ACNE_07358
Aneg08G002050.1	ACNE_07359
Aneg06G000240.1	ACNE_07360
Aneg10G003550.1	ACNE_07361
Aneg02G020060.1	ACNE_07362
Aneg03G014260.1	ACNE_07363
Aneg01G016130.1	ACNE_07364
Aneg11G007840.1	ACNE_07365
Aneg06G011650.1	ACNE_07366
Aneg11G007570.1	ACNE_07367
Aneg08G016220.1	ACNE_07368
Aneg05G000030.1	ACNE_07369
Aneg01G021490.1	ACNE_07370
Aneg02G028870.1	ACNE_07371
Aneg09G017830.1	ACNE_07372
Aneg13G010600.1	ACNE_07373
Aneg06G001820.1	ACNE_07374
Aneg10G000870.1	ACNE_07375
Aneg01G031510.1	ACNE_07376
Aneg11G008950.1	ACNE_07377
Aneg04G027390.1	ACNE_07378
Aneg03G007050.1	ACNE_07379
Aneg06G019360.1	ACNE_07380
Aneg12G004010.1	ACNE_07381
Aneg04G020250.1	ACNE_07382
Aneg05G025440.1	ACNE_07383
Aneg01G016750.1	ACNE_07384
Aneg01G020670.1	ACNE_07385
Aneg08G016970.1	ACNE_07386
Aneg02G024840.1	ACNE_07387
Aneg12G013740.1	ACNE_07388
Aneg10G002110.1	ACNE_07389
Aneg01G026460.1	ACNE_07390
Aneg05G021190.1	ACNE_07391
Aneg06G003560.1	ACNE_07392
Aneg06G002860.1	ACNE_07393
Aneg13G004640.1	ACNE_07394
Aneg13G014810.1	ACNE_07395
Aneg01G011800.1	ACNE_07396
Aneg13G017200.1	ACNE_07397
Aneg03G025240.1	ACNE_07398
Aneg04G024000.1	ACNE_07399
Aneg04G021780.1	ACNE_07400
Aneg01G024880.1	ACNE_07401
Aneg13G017220.1	ACNE_07402
Aneg01G021100.1	ACNE_07403
Aneg05G015060.1	ACNE_07404
Aneg01G005890.1	ACNE_07405
Aneg09G003380.1	ACNE_07406
Aneg08G012370.1	ACNE_07407
Aneg03G018230.1	ACNE_07408
Aneg11G004260.1	ACNE_07409
Aneg03G006750.1	ACNE_07410
Aneg05G023790.1	ACNE_07411
Aneg04G027610.1	ACNE_07412
Aneg13G004070.1	ACNE_07413
Aneg12G000120.1	ACNE_07414
Aneg06G020770.1	ACNE_07415
Aneg02G021130.1	ACNE_07416
Aneg13G014150.1	ACNE_07417
Aneg07G000200.1	ACNE_07418
Aneg08G009950.1	ACNE_07419
Aneg05G019100.1	ACNE_07420
Aneg11G014360.1	ACNE_07421
Aneg07G011760.1	ACNE_07422
Aneg13G008170.1	ACNE_07423
Aneg01G032590.1	ACNE_07424
Aneg02G015070.1	ACNE_07425
Aneg10G003400.1	ACNE_07426
Aneg05G002370.1	ACNE_07427
Aneg08G010500.1	ACNE_07428
Aneg04G013000.1	ACNE_07429
Aneg12G005710.1	ACNE_07430
Aneg02G013870.1	ACNE_07431
Aneg06G020560.1	ACNE_07432
Aneg01G014740.1	ACNE_07433
Aneg01G017000.1	ACNE_07434
Aneg12G008380.1	ACNE_07435
Aneg09G001680.1	ACNE_07436
Aneg03G024110.1	ACNE_07437
Aneg05G023660.1	ACNE_07438
Aneg09G010110.1	ACNE_07439
Aneg03G006360.1	ACNE_07440
Aneg04G019800.1	ACNE_07441
Aneg06G006650.1	ACNE_07442
Aneg07G010530.1	ACNE_07443
Aneg04G000440.1	ACNE_07444
Aneg08G016930.1	ACNE_07445
Aneg05G016670.1	ACNE_07446
Aneg04G010040.1	ACNE_07447
Aneg10G014940.1	ACNE_07448
Aneg10G013860.1	ACNE_07449
Aneg11G005290.1	ACNE_07450
Aneg04G023870.1	ACNE_07451
Aneg12G004170.1	ACNE_07452
Aneg02G013680.1	ACNE_07453
Aneg01G027680.1	ACNE_07454
Aneg11G008300.1	ACNE_07455
Aneg06G009390.1	ACNE_07456
Aneg01G031840.1	ACNE_07457
Aneg01G000590.1	ACNE_07458
Aneg04G028880.1	ACNE_07459
Aneg02G009710.1	ACNE_07460
Aneg04G026410.1	ACNE_07461
Aneg03G000170.1	ACNE_07462
Aneg09G009270.1	ACNE_07463
Aneg02G008990.1	ACNE_07464
Aneg04G000900.1	ACNE_07465
Aneg07G019530.1	ACNE_07466
Aneg11G011460.1	ACNE_07467
Aneg10G012170.1	ACNE_07468
Aneg11G019370.1	ACNE_07469
Aneg01G000400.1	ACNE_07470
Aneg08G018520.1	ACNE_07471
Aneg05G022490.1	ACNE_07472
Aneg13G010780.1	ACNE_07473
Aneg07G018000.1	ACNE_07474
Aneg067S000010.1	ACNE_07475
Aneg03G019780.1	ACNE_07476
Aneg04G013080.1	ACNE_07477
Aneg12G001340.1	ACNE_07478
Aneg07G015280.1	ACNE_07479
Aneg05G020350.1	ACNE_07480
Aneg13G006720.1	ACNE_07481
Aneg10G002360.1	ACNE_07482
Aneg02G005250.1	ACNE_07483
Aneg06G020280.1	ACNE_07484
Aneg04G005170.1	ACNE_07485
Aneg03G019230.1	ACNE_07486
Aneg11G004880.1	ACNE_07487
Aneg10G004860.1	ACNE_07488
Aneg02G017290.1	ACNE_07489
Aneg03G004350.1	ACNE_07490
Aneg12G000900.1	ACNE_07491
Aneg05G000450.1	ACNE_07492
Aneg09G007810.1	ACNE_07493
Aneg06G015250.1	ACNE_07494
Aneg03G012950.1	ACNE_07495
Aneg11G007360.1	ACNE_07496
Aneg13G003760.1	ACNE_07497
Aneg10G015910.1	ACNE_07498
Aneg02G012600.1	ACNE_07499
Aneg06G013480.1	ACNE_07500
Aneg09G012420.1	ACNE_07501
Aneg11G006690.1	ACNE_07502
Aneg04G027780.1	ACNE_07503
Aneg12G018780.1	ACNE_07504
Aneg11G016200.1	ACNE_07505
Aneg10G007490.1	ACNE_07506
Aneg08G004820.1	ACNE_07507
Aneg10G006980.1	ACNE_07508
Aneg13G004320.1	ACNE_07509
Aneg07G003940.1	ACNE_07510
Aneg04G024790.1	ACNE_07511
Aneg06G000690.1	ACNE_07512
Aneg03G022320.1	ACNE_07513
Aneg10G010290.1	ACNE_07514
Aneg06G019590.1	ACNE_07515
Aneg05G014820.1	ACNE_07516
Aneg07G018200.1	ACNE_07517
Aneg06G004680.1	ACNE_07518
Aneg12G001100.1	ACNE_07519
Aneg05G022260.1	ACNE_07520
Aneg10G014070.1	ACNE_07521
Aneg04G010000.1	ACNE_07522
Aneg12G014900.1	ACNE_07523
Aneg08G003210.1	ACNE_07524
Aneg04G018330.1	ACNE_07525
Aneg10G000130.1	ACNE_07526
Aneg08G016530.1	ACNE_07527
Aneg06G016670.1	ACNE_07528
Aneg08G012140.1	ACNE_07529
Aneg01G004240.1	ACNE_07530
Aneg09G018020.1	ACNE_07531
Aneg09G007160.1	ACNE_07532
Aneg13G008080.1	ACNE_07533
Aneg13G016560.1	ACNE_07534
Aneg06G015200.1	ACNE_07535
Aneg03G020960.1	ACNE_07536
Aneg01G033040.1	ACNE_07537
Aneg01G028000.1	ACNE_07538
Aneg03G026340.1	ACNE_07539
Aneg02G020760.1	ACNE_07540
Aneg07G014650.1	ACNE_07541
Aneg08G019690.1	ACNE_07542
Aneg06G003050.1	ACNE_07543
Aneg01G016780.1	ACNE_07544
Aneg04G022030.1	ACNE_07545
Aneg07G007070.1	ACNE_07546
Aneg01G033890.1	ACNE_07547
Aneg03G022570.1	ACNE_07548
Aneg05G004330.1	ACNE_07549
Aneg12G005550.1	ACNE_07550
Aneg01G000390.1	ACNE_07551
Aneg03G025410.1	ACNE_07552
Aneg07G014980.1	ACNE_07553
Aneg13G005230.1	ACNE_07554
Aneg04G029250.1	ACNE_07555
Aneg12G001900.1	ACNE_07556
Aneg01G004380.1	ACNE_07557
Aneg12G014260.1	ACNE_07558
Aneg07G004980.1	ACNE_07559
Aneg08G013030.1	ACNE_07560
Aneg04G006560.1	ACNE_07561
Aneg07G018750.1	ACNE_07562
Aneg01G022390.1	ACNE_07563
Aneg06G012580.1	ACNE_07564
Aneg05G003120.1	ACNE_07565
Aneg02G001230.1	ACNE_07566
Aneg10G003680.1	ACNE_07567
Aneg11G012230.1	ACNE_07568
Aneg12G017770.1	ACNE_07569
Aneg11G016680.1	ACNE_07570
Aneg02G016400.1	ACNE_07571
Aneg07G004540.1	ACNE_07572
Aneg01G007160.1	ACNE_07573
Aneg09G018350.1	ACNE_07574
Aneg06G000220.1	ACNE_07575
Aneg02G004240.1	ACNE_07576
Aneg04G019220.1	ACNE_07577
Aneg11G014010.1	ACNE_07578
Aneg07G016370.1	ACNE_07579
Aneg11G003670.1	ACNE_07580
Aneg02G018990.1	ACNE_07581
Aneg10G015220.1	ACNE_07582
Aneg07G006360.1	ACNE_07583
Aneg04G023730.1	ACNE_07584
Aneg05G001160.1	ACNE_07585
Aneg05G017730.1	ACNE_07586
Aneg04G024270.1	ACNE_07587
Aneg01G007670.1	ACNE_07588
Aneg03G007130.1	ACNE_07589
Aneg09G012220.1	ACNE_07590
Aneg13G005730.1	ACNE_07591
Aneg03G002860.1	ACNE_07592
Aneg02G013090.1	ACNE_07593
Aneg01G005780.1	ACNE_07594
Aneg01G012200.1	ACNE_07595
Aneg12G008200.1	ACNE_07596
Aneg01G022160.1	ACNE_07597
Aneg03G023760.1	ACNE_07598
Aneg07G005140.1	ACNE_07599
Aneg06G012860.1	ACNE_07600
Aneg09G006540.1	ACNE_07601
Aneg03G013300.1	ACNE_07602
Aneg07G009440.1	ACNE_07603
Aneg06G007320.1	ACNE_07604
Aneg02G004040.1	ACNE_07605
Aneg02G030350.1	ACNE_07606
Aneg01G015560.1	ACNE_07607
Aneg02G028490.1	ACNE_07608
Aneg06G016340.1	ACNE_07609
Aneg07G018180.1	ACNE_07610
Aneg12G013890.1	ACNE_07611
Aneg01G032830.1	ACNE_07612
Aneg09G012530.1	ACNE_07613
Aneg04G029280.1	ACNE_07614
Aneg06G002340.1	ACNE_07615
Aneg08G004790.1	ACNE_07616
Aneg02G004060.1	ACNE_07617
Aneg02G004420.1	ACNE_07618
Aneg03G015210.1	ACNE_07619
Aneg12G006250.1	ACNE_07620
Aneg11G009260.1	ACNE_07621
Aneg10G007390.1	ACNE_07622
Aneg03G009430.1	ACNE_07623
Aneg02G013920.1	ACNE_07624
Aneg05G007390.1	ACNE_07625
Aneg10G002330.1	ACNE_07626
Aneg05G005710.1	ACNE_07627
Aneg02G025100.1	ACNE_07628
Aneg03G005460.1	ACNE_07629
Aneg06G015750.1	ACNE_07630
Aneg01G019200.1	ACNE_07631
Aneg04G022690.1	ACNE_07632
Aneg04G024680.1	ACNE_07633
Aneg11G013970.1	ACNE_07634
Aneg02G028430.1	ACNE_07635
Aneg03G012140.1	ACNE_07636
Aneg09G006700.1	ACNE_07637
Aneg04G025160.1	ACNE_07638
Aneg04G021550.1	ACNE_07639
Aneg04G003310.1	ACNE_07640
Aneg12G016680.1	ACNE_07641
Aneg12G013820.1	ACNE_07642
Aneg08G014900.1	ACNE_07643
Aneg02G015720.1	ACNE_07644
Aneg04G019240.1	ACNE_07645
Aneg04G021630.1	ACNE_07646
Aneg04G007360.1	ACNE_07647
Aneg03G020860.1	ACNE_07648
Aneg06G010150.1	ACNE_07649
Aneg11G003650.1	ACNE_07650
Aneg13G006830.1	ACNE_07651
Aneg06G014390.1	ACNE_07652
Aneg06G012370.1	ACNE_07653
Aneg04G023630.1	ACNE_07654
Aneg04G011010.1	ACNE_07655
Aneg06G016320.1	ACNE_07656
Aneg08G017140.1	ACNE_07657
Aneg05G005110.1	ACNE_07658
Aneg10G007520.1	ACNE_07659
Aneg13G016110.1	ACNE_07660
Aneg12G016250.1	ACNE_07661
Aneg08G006970.1	ACNE_07662
Aneg03G014380.1	ACNE_07663
Aneg03G013550.1	ACNE_07664
Aneg05G020310.1	ACNE_07665
Aneg02G013400.1	ACNE_07666
Aneg01G033630.1	ACNE_07667
Aneg02G009780.1	ACNE_07668
Aneg08G018830.1	ACNE_07669
Aneg10G007340.1	ACNE_07670
Aneg02G020390.1	ACNE_07671
Aneg01G008580.1	ACNE_07672
Aneg13G001670.1	ACNE_07673
Aneg10G001250.1	ACNE_07674
Aneg05G019040.1	ACNE_07675
Aneg12G016670.1	ACNE_07676
Aneg06G019510.1	ACNE_07677
Aneg07G001170.1	ACNE_07678
Aneg04G019940.1	ACNE_07679
Aneg06G003320.1	ACNE_07680
Aneg06G008320.1	ACNE_07681
Aneg01G021600.1	ACNE_07682
Aneg09G005400.1	ACNE_07683
Aneg04G021520.1	ACNE_07684
Aneg12G000260.1	ACNE_07685
Aneg02G026750.1	ACNE_07686
Aneg02G013720.1	ACNE_07687
Aneg02G015690.1	ACNE_07688
Aneg04G000670.1	ACNE_07689
Aneg08G003750.1	ACNE_07690
Aneg04G003660.1	ACNE_07691
Aneg03G022890.1	ACNE_07692
Aneg01G001400.1	ACNE_07693
Aneg09G018540.1	ACNE_07694
Aneg01G032530.1	ACNE_07695
Aneg02G003770.1	ACNE_07696
Aneg10G004620.1	ACNE_07697
Aneg07G007100.1	ACNE_07698
Aneg10G005940.1	ACNE_07699
Aneg03G019820.1	ACNE_07700
Aneg03G003130.1	ACNE_07701
Aneg06G008810.1	ACNE_07702
Aneg06G008660.1	ACNE_07703
Aneg01G024250.1	ACNE_07704
Aneg10G013160.1	ACNE_07705
Aneg02G014370.1	ACNE_07706
Aneg13G003930.1	ACNE_07707
Aneg04G002160.1	ACNE_07708
Aneg01G029140.1	ACNE_07709
Aneg06G017420.1	ACNE_07710
Aneg07G001260.1	ACNE_07711
Aneg06G006580.1	ACNE_07712
Aneg12G017130.1	ACNE_07713
Aneg01G009550.1	ACNE_07714
Aneg02G012350.1	ACNE_07715
Aneg05G000970.1	ACNE_07716
Aneg11G010320.1	ACNE_07717
Aneg08G001280.1	ACNE_07718
Aneg07G001600.1	ACNE_07719
Aneg03G018450.1	ACNE_07720
Aneg10G007180.1	ACNE_07721
Aneg12G012110.1	ACNE_07722
Aneg11G005120.1	ACNE_07723
Aneg04G020240.1	ACNE_07724
Aneg01G018460.1	ACNE_07725
Aneg12G002380.1	ACNE_07726
Aneg099S000040.1	ACNE_07727
Aneg12G009200.1	ACNE_07728
Aneg05G008800.1	ACNE_07729
Aneg09G014690.1	ACNE_07730
Aneg04G010370.1	ACNE_07731
Aneg02G030630.1	ACNE_07732
Aneg05G007500.1	ACNE_07733
Aneg04G007560.1	ACNE_07734
Aneg04G004560.1	ACNE_07735
Aneg01G030300.1	ACNE_07736
Aneg01G007070.1	ACNE_07737
Aneg06G014990.1	ACNE_07738
Aneg01G012650.1	ACNE_07739
Aneg04G026390.1	ACNE_07740
Aneg05G000750.1	ACNE_07741
Aneg05G018400.1	ACNE_07742
Aneg04G029020.1	ACNE_07743
Aneg04G003360.1	ACNE_07744
Aneg05G020110.1	ACNE_07745
Aneg02G003130.1	ACNE_07746
Aneg12G008060.1	ACNE_07747
Aneg10G000930.1	ACNE_07748
Aneg08G003720.1	ACNE_07749
Aneg07G002100.1	ACNE_07750
Aneg03G006720.1	ACNE_07751
Aneg06G002830.1	ACNE_07752
Aneg05G018340.1	ACNE_07753
Aneg07G011650.1	ACNE_07754
Aneg12G002460.1	ACNE_07755
Aneg09G019490.1	ACNE_07756
Aneg01G011170.1	ACNE_07757
Aneg03G013370.1	ACNE_07758
Aneg01G002000.1	ACNE_07759
Aneg10G016490.1	ACNE_07760
Aneg10G005310.1	ACNE_07761
Aneg12G005970.1	ACNE_07762
Aneg01G018210.1	ACNE_07763
Aneg03G010240.1	ACNE_07764
Aneg06G019780.1	ACNE_07765
Aneg10G005050.1	ACNE_07766
Aneg01G026300.1	ACNE_07767
Aneg09G007480.1	ACNE_07768
Aneg05G013600.1	ACNE_07769
Aneg02G031500.1	ACNE_07770
Aneg10G014840.1	ACNE_07771
Aneg05G010150.1	ACNE_07772
Aneg01G016700.1	ACNE_07773
Aneg07G014270.1	ACNE_07774
