Asac12G016960.1	ACSA_00001
Asac04G000550.1	ACSA_11896
Asac03G028420.1	ACSA_11897
Asac06G000710.1	ACSA_11898
Asac01G032590.1	ACSA_11899
Asac10G018610.1	ACSA_11900
Asac10G010180.1	ACSA_11901
Asac10G000800.1	ACSA_11902
Asac10G010440.1	ACSA_11903
Asac04G016710.1	ACSA_11904
Asac03G017620.1	ACSA_11905
Asac04G014320.1	ACSA_11906
Asac06G017690.1	ACSA_11907
Asac01G037350.1	ACSA_11908
Asac10G019760.1	ACSA_11909
Asac07G009520.1	ACSA_11910
Asac10G010510.1	ACSA_11911
Asac12G005430.1	ACSA_11912
Asac06G020150.1	ACSA_11913
Asac10G007660.1	ACSA_11914
Asac05G021490.1	ACSA_11915
Asac07G022070.1	ACSA_11916
Asac02G021870.1	ACSA_11917
Asac036S000070.1	ACSA_11918
Asac11G008000.1	ACSA_11919
Asac03G024480.1	ACSA_11920
Asac10G023100.1	ACSA_11921
Asac09G024170.1	ACSA_11922
Asac01G037900.1	ACSA_11923
Asac05G004500.1	ACSA_11924
Asac03G011240.1	ACSA_11925
Asac06G011920.1	ACSA_11926
Asac06G015610.1	ACSA_11927
Asac02G035550.1	ACSA_11928
Asac01G023390.1	ACSA_11929
Asac11G007270.1	ACSA_11930
Asac03G023610.1	ACSA_11931
Asac02G021360.1	ACSA_11932
Asac09G023200.1	ACSA_11933
Asac07G006590.1	ACSA_11934
Asac01G027160.1	ACSA_11935
Asac07G005840.1	ACSA_11936
Asac02G007990.1	ACSA_11937
Asac08G014120.1	ACSA_11938
Asac10G011840.1	ACSA_11939
Asac06G023120.1	ACSA_11940
Asac04G024390.1	ACSA_11941
Asac05G024450.1	ACSA_11942
Asac09G010350.1	ACSA_11943
Asac06G013540.1	ACSA_11944
Asac01G013990.1	ACSA_11945
Asac04G018090.1	ACSA_11946
Asac12G001390.1	ACSA_11947
Asac01G018140.1	ACSA_11948
Asac13G005250.1	ACSA_11949
Asac02G038070.1	ACSA_11950
Asac13G005120.1	ACSA_11951
Asac02G025360.1	ACSA_11952
Asac09G029410.1	ACSA_11953
Asac10G021180.1	ACSA_11954
Asac12G024080.1	ACSA_11955
Asac13G014800.1	ACSA_11956
Asac08G002540.1	ACSA_11957
Asac02G026110.1	ACSA_11958
Asac03G020990.1	ACSA_11959
Asac06G005920.1	ACSA_11960
Asac09G023400.1	ACSA_11961
Asac01G018470.1	ACSA_11962
Asac03G033050.1	ACSA_11963
Asac05G016240.1	ACSA_11964
Asac12G018060.1	ACSA_11965
Asac08G022910.1	ACSA_11966
Asac02G028970.1	ACSA_11967
Asac10G009960.1	ACSA_11968
Asac06G018470.1	ACSA_11969
Asac13G017860.1	ACSA_11970
Asac07G019180.1	ACSA_11971
Asac11G016610.1	ACSA_11972
Asac05G032180.1	ACSA_11973
Asac08G007400.1	ACSA_11974
Asac02G004280.1	ACSA_11975
Asac01G004000.1	ACSA_11976
Asac11G020770.1	ACSA_11977
Asac09G003870.1	ACSA_11978
Asac11G018540.1	ACSA_11979
Asac01G030630.1	ACSA_11980
Asac06G010550.1	ACSA_11981
Asac12G015020.1	ACSA_11982
Asac03G019090.1	ACSA_11983
Asac06G012710.1	ACSA_11984
Asac01G007480.1	ACSA_11985
Asac08G009680.1	ACSA_11986
Asac07G014650.1	ACSA_11987
Asac01G024520.1	ACSA_11988
Asac13G016390.1	ACSA_11989
Asac13G017890.1	ACSA_11990
Asac07G014480.1	ACSA_11991
Asac03G001460.1	ACSA_11992
Asac08G010640.1	ACSA_11993
Asac08G009810.1	ACSA_11994
Asac03G003280.1	ACSA_11995
Asac05G003270.1	ACSA_11996
Asac10G017210.1	ACSA_11997
Asac02G033190.1	ACSA_11998
Asac07G024480.1	ACSA_11999
Asac05G016400.1	ACSA_12000
Asac13G010300.1	ACSA_12001
Asac02G020080.1	ACSA_12002
Asac06G002080.1	ACSA_12003
Asac05G016900.1	ACSA_12004
Asac05G009870.1	ACSA_12005
Asac02G007230.1	ACSA_12006
Asac02G038660.1	ACSA_12007
Asac10G016630.1	ACSA_12008
Asac11G003420.1	ACSA_12009
Asac02G009690.1	ACSA_12010
Asac05G027750.1	ACSA_12011
Asac05G015680.1	ACSA_12012
Asac08G018930.1	ACSA_12013
Asac11G013820.1	ACSA_12014
Asac01G022150.1	ACSA_12015
Asac05G011610.1	ACSA_12016
Asac04G005940.1	ACSA_12017
Asac03G001250.1	ACSA_12018
Asac09G028910.1	ACSA_12019
Asac09G019550.1	ACSA_12020
Asac11G021620.1	ACSA_12021
Asac11G012230.1	ACSA_12022
Asac05G012570.1	ACSA_12023
Asac06G016880.1	ACSA_12024
Asac13G003250.1	ACSA_12025
Asac08G024350.1	ACSA_12026
Asac03G034680.1	ACSA_12027
Asac01G004560.1	ACSA_12028
Asac10G010140.1	ACSA_12029
Asac05G022450.1	ACSA_12030
Asac10G009900.1	ACSA_12031
Asac06G022700.1	ACSA_12032
Asac01G042600.1	ACSA_12033
Asac06G015640.1	ACSA_12034
Asac09G013510.1	ACSA_12035
Asac13G018830.1	ACSA_12036
Asac13G002610.1	ACSA_12037
Asac06G000860.1	ACSA_12038
Asac12G016080.1	ACSA_12039
Asac11G023340.1	ACSA_12040
Asac04G014630.1	ACSA_12041
Asac04G003780.1	ACSA_12042
Asac10G018490.1	ACSA_12043
Asac10G006650.1	ACSA_12044
Asac12G006990.1	ACSA_12045
Asac02G007760.1	ACSA_12046
Asac10G009090.1	ACSA_12047
Asac12G017850.1	ACSA_12048
Asac09G012230.1	ACSA_12049
Asac06G009450.1	ACSA_12050
Asac05G017420.1	ACSA_12051
Asac03G016500.1	ACSA_12052
Asac03G031360.1	ACSA_12053
Asac08G009370.1	ACSA_12054
Asac06G007770.1	ACSA_12055
Asac10G009970.1	ACSA_12056
Asac01G031000.1	ACSA_12057
Asac09G017590.1	ACSA_12058
Asac245S000010.1	ACSA_12059
Asac01G026440.1	ACSA_12060
Asac09G016970.1	ACSA_12061
Asac06G008700.1	ACSA_12062
Asac04G023030.1	ACSA_12063
Asac01G010530.1	ACSA_12064
Asac06G025250.1	ACSA_12065
Asac10G022910.1	ACSA_12066
Asac12G015510.1	ACSA_12067
Asac10G010030.1	ACSA_12068
Asac04G000900.1	ACSA_12069
Asac06G021580.1	ACSA_12070
Asac10G000100.1	ACSA_12071
Asac11G004200.1	ACSA_12072
Asac07G013690.1	ACSA_12073
Asac02G007140.1	ACSA_12074
Asac05G034000.1	ACSA_12075
Asac13G014130.1	ACSA_12076
Asac13G014660.1	ACSA_12077
Asac08G017630.1	ACSA_12078
Asac02G011320.1	ACSA_12079
Asac02G009730.1	ACSA_12080
Asac04G018180.1	ACSA_12081
Asac03G036470.1	ACSA_12082
Asac07G003900.1	ACSA_12083
Asac12G009100.1	ACSA_12084
Asac09G001860.1	ACSA_12085
Asac02G020100.1	ACSA_12086
Asac02G010050.1	ACSA_12087
Asac12G022470.1	ACSA_12088
Asac11G011050.1	ACSA_12089
Asac07G010620.1	ACSA_12090
Asac08G017510.1	ACSA_12091
Asac01G016770.1	ACSA_12092
Asac05G027200.1	ACSA_12093
Asac10G011830.1	ACSA_12094
Asac01G041120.1	ACSA_12095
Asac10G022510.1	ACSA_12096
Asac09G029050.1	ACSA_12097
Asac01G015790.1	ACSA_12098
Asac12G019490.1	ACSA_12099
Asac02G025770.1	ACSA_12100
Asac02G027330.1	ACSA_12101
Asac12G005270.1	ACSA_12102
Asac06G013980.1	ACSA_12103
Asac12G023450.1	ACSA_12104
Asac13G000770.1	ACSA_12105
Asac06G002960.1	ACSA_12106
Asac02G036710.1	ACSA_12107
Asac02G000640.1	ACSA_12108
Asac05G034070.1	ACSA_12109
Asac06G025340.1	ACSA_12110
Asac03G026110.1	ACSA_12111
Asac08G000380.1	ACSA_12112
Asac02G022510.1	ACSA_12113
Asac04G021690.1	ACSA_12114
Asac028S000230.1	ACSA_12115
Asac05G030340.1	ACSA_12116
Asac11G023220.1	ACSA_12117
Asac10G003160.1	ACSA_12118
Asac01G020120.1	ACSA_12119
Asac08G024430.1	ACSA_12120
Asac02G006130.1	ACSA_12121
Asac06G007480.1	ACSA_12122
Asac06G007340.1	ACSA_12123
Asac11G020510.1	ACSA_12124
Asac09G001010.1	ACSA_12125
Asac11G001380.1	ACSA_12126
Asac01G019390.1	ACSA_12127
Asac12G005720.1	ACSA_12128
Asac01G016560.1	ACSA_12129
Asac13G012110.1	ACSA_12130
Asac02G009450.1	ACSA_12131
Asac04G005540.1	ACSA_12132
Asac01G016510.1	ACSA_12133
Asac12G017770.1	ACSA_12134
Asac06G004310.1	ACSA_12135
Asac10G003330.1	ACSA_12136
Asac01G039010.1	ACSA_12137
Asac05G012300.1	ACSA_12138
Asac07G012760.1	ACSA_12139
Asac082S000160.1	ACSA_12140
Asac03G028000.1	ACSA_12141
Asac09G010190.1	ACSA_12142
Asac03G013230.1	ACSA_12143
Asac05G023990.1	ACSA_12144
Asac04G005250.1	ACSA_12145
Asac01G002950.1	ACSA_12146
Asac12G024140.1	ACSA_12147
Asac01G042720.1	ACSA_12148
Asac08G006810.1	ACSA_12149
Asac09G012300.1	ACSA_12150
Asac05G015410.1	ACSA_12151
Asac07G013160.1	ACSA_12152
Asac12G007250.1	ACSA_12153
Asac06G010610.1	ACSA_12154
Asac07G004120.1	ACSA_12155
Asac11G007700.1	ACSA_12156
Asac09G022300.1	ACSA_12157
Asac09G007150.1	ACSA_12158
Asac09G024060.1	ACSA_12159
Asac01G020620.1	ACSA_12160
Asac01G027860.1	ACSA_12161
Asac09G025860.1	ACSA_12162
Asac07G017910.1	ACSA_12163
Asac02G040580.1	ACSA_12164
Asac01G036810.1	ACSA_12165
Asac12G010310.1	ACSA_12166
Asac03G026640.1	ACSA_12167
Asac03G015340.1	ACSA_12168
Asac180S000020.1	ACSA_12169
Asac05G010590.1	ACSA_12170
Asac04G002340.1	ACSA_12171
Asac07G009930.1	ACSA_12172
Asac13G010520.1	ACSA_12173
Asac01G029930.1	ACSA_12174
Asac01G011540.1	ACSA_12175
Asac05G005450.1	ACSA_12176
Asac06G024560.1	ACSA_12177
Asac08G020250.1	ACSA_12178
Asac11G018380.1	ACSA_12179
Asac07G017690.1	ACSA_12180
Asac11G009030.1	ACSA_12181
Asac10G002800.1	ACSA_12182
Asac11G018850.1	ACSA_12183
Asac01G006030.1	ACSA_12184
Asac11G018970.1	ACSA_12185
Asac05G027180.1	ACSA_12186
Asac03G026160.1	ACSA_12187
Asac02G001640.1	ACSA_12188
Asac13G017270.1	ACSA_12189
Asac11G009270.1	ACSA_12190
Asac03G030510.1	ACSA_12191
Asac08G014550.1	ACSA_12192
Asac10G011320.1	ACSA_12193
Asac07G015870.1	ACSA_12194
Asac06G004410.1	ACSA_12195
Asac04G023770.1	ACSA_12196
Asac10G016230.1	ACSA_12197
Asac04G014520.1	ACSA_12198
Asac06G011220.1	ACSA_12199
Asac07G000100.1	ACSA_12200
Asac03G007430.1	ACSA_12201
Asac02G023250.1	ACSA_12202
Asac12G002790.1	ACSA_12203
Asac06G020010.1	ACSA_12204
Asac08G001760.1	ACSA_12205
Asac04G002850.1	ACSA_12206
Asac06G019000.1	ACSA_12207
Asac01G008780.1	ACSA_12208
Asac05G020260.1	ACSA_12209
Asac09G002810.1	ACSA_12210
Asac02G006560.1	ACSA_12211
Asac13G001270.1	ACSA_12212
Asac196S000030.1	ACSA_12213
Asac09G013260.1	ACSA_12214
Asac02G001950.1	ACSA_12215
Asac08G014480.1	ACSA_12216
Asac04G015370.1	ACSA_12217
Asac01G009580.1	ACSA_12218
Asac02G026790.1	ACSA_12219
Asac06G004470.1	ACSA_12220
Asac08G005010.1	ACSA_12221
Asac03G030460.1	ACSA_12222
Asac05G029680.1	ACSA_12223
Asac05G006140.1	ACSA_12224
Asac10G015420.1	ACSA_12225
Asac10G020070.1	ACSA_12226
Asac036S000010.1	ACSA_12227
Asac01G041790.1	ACSA_12228
Asac08G004800.1	ACSA_12229
Asac09G017980.1	ACSA_12230
Asac11G011010.1	ACSA_12231
Asac11G019530.1	ACSA_12232
Asac03G009920.1	ACSA_12233
Asac04G008250.1	ACSA_12234
Asac06G024780.1	ACSA_12235
Asac04G001730.1	ACSA_12236
Asac01G014350.1	ACSA_12237
Asac13G022920.1	ACSA_12238
Asac09G026120.1	ACSA_12239
Asac03G014860.1	ACSA_12240
Asac13G017800.1	ACSA_12241
Asac05G011880.1	ACSA_12242
Asac07G008220.1	ACSA_12243
Asac03G023700.1	ACSA_12244
Asac09G012350.1	ACSA_12245
Asac10G010270.1	ACSA_12246
Asac04G010780.1	ACSA_12247
Asac07G006530.1	ACSA_12248
Asac04G011170.1	ACSA_12249
Asac10G022870.1	ACSA_12250
Asac01G041960.1	ACSA_12251
Asac06G003130.1	ACSA_12252
Asac09G010090.1	ACSA_12253
Asac12G010010.1	ACSA_12254
Asac10G022300.1	ACSA_12255
Asac03G018570.1	ACSA_12256
Asac11G017470.1	ACSA_12257
Asac03G034780.1	ACSA_12258
Asac06G011890.1	ACSA_12259
Asac04G017300.1	ACSA_12260
Asac07G006740.1	ACSA_12261
Asac028S000500.1	ACSA_12262
Asac06G013230.1	ACSA_12263
Asac02G042350.1	ACSA_12264
Asac02G005120.1	ACSA_12265
Asac06G015360.1	ACSA_12266
Asac06G018970.1	ACSA_12267
Asac11G014690.1	ACSA_12268
Asac03G036490.1	ACSA_12269
Asac01G003070.1	ACSA_12270
Asac10G004770.1	ACSA_12271
Asac06G016050.1	ACSA_12272
Asac09G018870.1	ACSA_12273
Asac12G007300.1	ACSA_12274
Asac11G019130.1	ACSA_12275
Asac10G016190.1	ACSA_12276
Asac09G021900.1	ACSA_12277
Asac12G005280.1	ACSA_12278
Asac12G015960.1	ACSA_12279
Asac08G010210.1	ACSA_12280
Asac01G007600.1	ACSA_12281
Asac01G042000.1	ACSA_12282
Asac04G015330.1	ACSA_12283
Asac02G042340.1	ACSA_12284
Asac08G017390.1	ACSA_12285
Asac09G019130.1	ACSA_12286
Asac01G006870.1	ACSA_12287
Asac06G020660.1	ACSA_12288
Asac12G023740.1	ACSA_12289
Asac09G030680.1	ACSA_12290
Asac05G034010.1	ACSA_12291
Asac05G012970.1	ACSA_12292
Asac07G018290.1	ACSA_12293
Asac13G020090.1	ACSA_12294
Asac01G028000.1	ACSA_12295
Asac06G013730.1	ACSA_12296
Asac13G018180.1	ACSA_12297
Asac01G029710.1	ACSA_12298
Asac05G011630.1	ACSA_12299
Asac03G013180.1	ACSA_12300
Asac02G028990.1	ACSA_12301
Asac06G019520.1	ACSA_12302
Asac01G015220.1	ACSA_12303
Asac13G010630.1	ACSA_12304
Asac06G024270.1	ACSA_12305
Asac12G002640.1	ACSA_12306
Asac11G016080.1	ACSA_12307
Asac09G028600.1	ACSA_12308
Asac02G023960.1	ACSA_12309
Asac09G023280.1	ACSA_12310
Asac06G001260.1	ACSA_12311
Asac04G017880.1	ACSA_12312
Asac11G008680.1	ACSA_12313
Asac10G014840.1	ACSA_12314
Asac02G038930.1	ACSA_12315
Asac13G002860.1	ACSA_12316
Asac02G010830.1	ACSA_12317
Asac13G021100.1	ACSA_12318
Asac06G023610.1	ACSA_12319
Asac05G009050.1	ACSA_12320
Asac02G003350.1	ACSA_12321
Asac09G001320.1	ACSA_12322
Asac04G000950.1	ACSA_12323
Asac08G002650.1	ACSA_12324
Asac06G014650.1	ACSA_12325
Asac01G001010.1	ACSA_12326
Asac028S000400.1	ACSA_12327
Asac01G037540.1	ACSA_12328
Asac04G007660.1	ACSA_12329
Asac06G022210.1	ACSA_12330
Asac03G026180.1	ACSA_12331
Asac01G018360.1	ACSA_12332
Asac01G037040.1	ACSA_12333
Asac02G035090.1	ACSA_12334
Asac01G007980.1	ACSA_12335
Asac02G016160.1	ACSA_12336
Asac06G004320.1	ACSA_12337
Asac03G030950.1	ACSA_12338
Asac09G025700.1	ACSA_12339
Asac09G003840.1	ACSA_12340
Asac01G001300.1	ACSA_12341
Asac10G008910.1	ACSA_12342
Asac07G024190.1	ACSA_12343
Asac08G017950.1	ACSA_12344
Asac03G008850.1	ACSA_12345
Asac11G014170.1	ACSA_12346
Asac07G008600.1	ACSA_12347
Asac07G017700.1	ACSA_12348
Asac01G005730.1	ACSA_12349
Asac11G002630.1	ACSA_12350
Asac02G040950.1	ACSA_12351
Asac02G008820.1	ACSA_12352
Asac13G016430.1	ACSA_12353
Asac11G003830.1	ACSA_12354
Asac10G001220.1	ACSA_12355
Asac01G036830.1	ACSA_12356
Asac12G010370.1	ACSA_12357
Asac05G012550.1	ACSA_12358
Asac11G012370.1	ACSA_12359
Asac13G011450.1	ACSA_12360
Asac12G021490.1	ACSA_12361
Asac01G001410.1	ACSA_12362
Asac13G011430.1	ACSA_12363
Asac04G002590.1	ACSA_12364
Asac09G001760.1	ACSA_12365
Asac10G021360.1	ACSA_12366
Asac05G026830.1	ACSA_12367
Asac05G026300.1	ACSA_12368
Asac01G000960.1	ACSA_12369
Asac07G018760.1	ACSA_12370
Asac10G013130.1	ACSA_12371
Asac01G017010.1	ACSA_12372
Asac03G020740.1	ACSA_12373
Asac09G003750.1	ACSA_12374
Asac08G001310.1	ACSA_12375
Asac02G010990.1	ACSA_12376
Asac05G002900.1	ACSA_12377
Asac09G013930.1	ACSA_12378
Asac07G008530.1	ACSA_12379
Asac06G007550.1	ACSA_12380
Asac01G019660.1	ACSA_12381
Asac06G025240.1	ACSA_12382
Asac09G026500.1	ACSA_12383
Asac08G007490.1	ACSA_12384
Asac02G009120.1	ACSA_12385
Asac179S000020.1	ACSA_12386
Asac05G012480.1	ACSA_12387
Asac06G025610.1	ACSA_12388
Asac01G036520.1	ACSA_12389
Asac09G011090.1	ACSA_12390
Asac06G004940.1	ACSA_12391
Asac03G034600.1	ACSA_12392
Asac06G012500.1	ACSA_12393
Asac12G017610.1	ACSA_12394
Asac06G023000.1	ACSA_12395
Asac06G025540.1	ACSA_12396
Asac10G010980.1	ACSA_12397
Asac05G030930.1	ACSA_12398
Asac12G007270.1	ACSA_12399
Asac01G039930.1	ACSA_12400
Asac05G000370.1	ACSA_12401
Asac04G007450.1	ACSA_12402
Asac09G025950.1	ACSA_12403
Asac10G007540.1	ACSA_12404
Asac02G021120.1	ACSA_12405
Asac04G012010.1	ACSA_12406
Asac03G016430.1	ACSA_12407
Asac03G006560.1	ACSA_12408
Asac03G025040.1	ACSA_12409
Asac07G015800.1	ACSA_12410
Asac10G003700.1	ACSA_12411
Asac08G011540.1	ACSA_12412
Asac06G015090.1	ACSA_12413
Asac01G034210.1	ACSA_12414
Asac04G002800.1	ACSA_12415
Asac03G023960.1	ACSA_12416
Asac03G007290.1	ACSA_12417
Asac12G019450.1	ACSA_12418
Asac04G018870.1	ACSA_12419
Asac13G011070.1	ACSA_12420
Asac07G018240.1	ACSA_12421
Asac06G012380.1	ACSA_12422
Asac11G001120.1	ACSA_12423
Asac09G019140.1	ACSA_12424
Asac12G019170.1	ACSA_12425
Asac07G000220.1	ACSA_12426
Asac10G019780.1	ACSA_12427
Asac07G021650.1	ACSA_12428
Asac11G018060.1	ACSA_12429
Asac12G004130.1	ACSA_12430
Asac05G016190.1	ACSA_12431
Asac13G001910.1	ACSA_12432
Asac07G001760.1	ACSA_12433
Asac11G008050.1	ACSA_12434
Asac01G038010.1	ACSA_12435
Asac04G018740.1	ACSA_12436
Asac04G022240.1	ACSA_12437
Asac05G034530.1	ACSA_12438
Asac05G025780.1	ACSA_12439
Asac13G003480.1	ACSA_12440
Asac09G010140.1	ACSA_12441
Asac13G022340.1	ACSA_12442
Asac09G016960.1	ACSA_12443
Asac11G009750.1	ACSA_12444
Asac02G033490.1	ACSA_12445
Asac03G020300.1	ACSA_12446
Asac01G039970.1	ACSA_12447
Asac01G018980.1	ACSA_12448
Asac04G000220.1	ACSA_12449
Asac12G021250.1	ACSA_12450
Asac07G006540.1	ACSA_12451
Asac13G007480.1	ACSA_12452
Asac12G017350.1	ACSA_12453
Asac12G022890.1	ACSA_12454
Asac10G024960.1	ACSA_12455
Asac05G011200.1	ACSA_12456
Asac06G010960.1	ACSA_12457
Asac07G007390.1	ACSA_12458
Asac08G020540.1	ACSA_12459
Asac07G011060.1	ACSA_12460
Asac06G017660.1	ACSA_12461
Asac08G012310.1	ACSA_12462
Asac05G013550.1	ACSA_12463
Asac08G019040.1	ACSA_12464
Asac01G036410.1	ACSA_12465
Asac01G022480.1	ACSA_12466
Asac11G006040.1	ACSA_12467
Asac13G017580.1	ACSA_12468
Asac10G007300.1	ACSA_12469
Asac07G022790.1	ACSA_12470
Asac01G006050.1	ACSA_12471
Asac02G010720.1	ACSA_12472
Asac05G010870.1	ACSA_12473
Asac05G016430.1	ACSA_12474
Asac08G006050.1	ACSA_12475
Asac02G006010.1	ACSA_12476
Asac03G022800.1	ACSA_12477
Asac11G023420.1	ACSA_12478
Asac02G037360.1	ACSA_12479
Asac02G003920.1	ACSA_12480
Asac08G021680.1	ACSA_12481
Asac10G014650.1	ACSA_12482
Asac12G013470.1	ACSA_12483
Asac05G023820.1	ACSA_12484
Asac12G023050.1	ACSA_12485
Asac07G002040.1	ACSA_12486
Asac06G017350.1	ACSA_12487
Asac07G018150.1	ACSA_12488
Asac03G018870.1	ACSA_12489
Asac10G018340.1	ACSA_12490
Asac02G013020.1	ACSA_12491
Asac05G006110.1	ACSA_12492
Asac12G024110.1	ACSA_12493
Asac05G002250.1	ACSA_12494
Asac186S000030.1	ACSA_12495
Asac04G010690.1	ACSA_12496
Asac02G021760.1	ACSA_12497
Asac11G017560.1	ACSA_12498
Asac09G000200.1	ACSA_12499
Asac13G000630.1	ACSA_12500
Asac07G024440.1	ACSA_12501
Asac10G022880.1	ACSA_12502
Asac13G020960.1	ACSA_12503
Asac09G028070.1	ACSA_12504
Asac02G021840.1	ACSA_12505
Asac05G004710.1	ACSA_12506
Asac07G015720.1	ACSA_12507
Asac08G002290.1	ACSA_12508
Asac12G002650.1	ACSA_12509
Asac13G008980.1	ACSA_12510
Asac02G036540.1	ACSA_12511
Asac01G020370.1	ACSA_12512
Asac08G022630.1	ACSA_12513
Asac01G000030.1	ACSA_12514
Asac08G009110.1	ACSA_12515
Asac03G012040.1	ACSA_12516
Asac13G020720.1	ACSA_12517
Asac02G015470.1	ACSA_12518
Asac03G034170.1	ACSA_12519
Asac01G032230.1	ACSA_12520
Asac01G024210.1	ACSA_12521
Asac02G037570.1	ACSA_12522
Asac10G014160.1	ACSA_12523
Asac08G004630.1	ACSA_12524
Asac01G010340.1	ACSA_12525
Asac02G014000.1	ACSA_12526
Asac05G008480.1	ACSA_12527
Asac02G027710.1	ACSA_12528
Asac08G019180.1	ACSA_12529
Asac10G010010.1	ACSA_12530
Asac244S000010.1	ACSA_12531
Asac05G010150.1	ACSA_12532
Asac01G007350.1	ACSA_12533
Asac09G017790.1	ACSA_12534
Asac03G029680.1	ACSA_12535
Asac11G015590.1	ACSA_12536
Asac06G024880.1	ACSA_12537
Asac03G001380.1	ACSA_12538
Asac01G006900.1	ACSA_12539
Asac12G015930.1	ACSA_12540
Asac11G013500.1	ACSA_12541
Asac07G009800.1	ACSA_12542
Asac13G021670.1	ACSA_12543
Asac10G025110.1	ACSA_12544
Asac09G014430.1	ACSA_12545
Asac05G013280.1	ACSA_12546
Asac03G011680.1	ACSA_12547
Asac09G006050.1	ACSA_12548
Asac08G000330.1	ACSA_12549
Asac09G026310.1	ACSA_12550
Asac09G023290.1	ACSA_12551
Asac10G012800.1	ACSA_12552
Asac01G006700.1	ACSA_12553
Asac07G003020.1	ACSA_12554
Asac12G017660.1	ACSA_12555
Asac03G003970.1	ACSA_12556
Asac05G018610.1	ACSA_12557
Asac03G027780.1	ACSA_12558
Asac02G037810.1	ACSA_12559
Asac01G029130.1	ACSA_12560
Asac01G031260.1	ACSA_12561
Asac02G008910.1	ACSA_12562
Asac02G025850.1	ACSA_12563
Asac12G009170.1	ACSA_12564
Asac11G005540.1	ACSA_12565
Asac09G011500.1	ACSA_12566
Asac02G035360.1	ACSA_12567
Asac07G010580.1	ACSA_12568
Asac09G012210.1	ACSA_12569
Asac07G006790.1	ACSA_12570
Asac06G004690.1	ACSA_12571
Asac03G029330.1	ACSA_12572
Asac03G022620.1	ACSA_12573
Asac11G010890.1	ACSA_12574
Asac04G008330.1	ACSA_12575
Asac02G023990.1	ACSA_12576
Asac05G016960.1	ACSA_12577
Asac10G016120.1	ACSA_12578
Asac02G023600.1	ACSA_12579
Asac09G022960.1	ACSA_12580
Asac01G009190.1	ACSA_12581
Asac01G028370.1	ACSA_12582
Asac112S000040.1	ACSA_12583
Asac01G027020.1	ACSA_12584
Asac02G029840.1	ACSA_12585
Asac08G015430.1	ACSA_12586
Asac13G022520.1	ACSA_12587
Asac03G001680.1	ACSA_12588
Asac08G001810.1	ACSA_12589
Asac07G009340.1	ACSA_12590
Asac12G022680.1	ACSA_12591
Asac03G019380.1	ACSA_12592
Asac09G012620.1	ACSA_12593
Asac01G005970.1	ACSA_12594
Asac10G024420.1	ACSA_12595
Asac09G018710.1	ACSA_12596
Asac05G032260.1	ACSA_12597
Asac03G036140.1	ACSA_12598
Asac04G000390.1	ACSA_12599
Asac11G017670.1	ACSA_12600
Asac13G021390.1	ACSA_12601
Asac06G024800.1	ACSA_12602
Asac04G024500.1	ACSA_12603
Asac01G035830.1	ACSA_12604
Asac03G026210.1	ACSA_12605
Asac09G027940.1	ACSA_12606
Asac08G017010.1	ACSA_12607
Asac08G024530.1	ACSA_12608
Asac01G011200.1	ACSA_12609
Asac10G004350.1	ACSA_12610
Asac10G005800.1	ACSA_12611
Asac11G002950.1	ACSA_12612
Asac05G009470.1	ACSA_12613
Asac09G003240.1	ACSA_12614
Asac09G025830.1	ACSA_12615
Asac02G033000.1	ACSA_12616
Asac03G014910.1	ACSA_12617
Asac13G003520.1	ACSA_12618
Asac08G012920.1	ACSA_12619
Asac01G023760.1	ACSA_12620
Asac13G003440.1	ACSA_12621
Asac02G019090.1	ACSA_12622
Asac06G014850.1	ACSA_12623
Asac09G014200.1	ACSA_12624
Asac034S000040.1	ACSA_12625
Asac12G001730.1	ACSA_12626
Asac10G018410.1	ACSA_12627
Asac03G035390.1	ACSA_12628
Asac06G007410.1	ACSA_12629
Asac02G030670.1	ACSA_12630
Asac09G028490.1	ACSA_12631
Asac09G028820.1	ACSA_12632
Asac05G027600.1	ACSA_12633
Asac04G019770.1	ACSA_12634
Asac05G024530.1	ACSA_12635
Asac08G015960.1	ACSA_12636
Asac06G020560.1	ACSA_12637
Asac12G025280.1	ACSA_12638
Asac08G018900.1	ACSA_12639
Asac13G021350.1	ACSA_12640
Asac02G029770.1	ACSA_12641
Asac04G004720.1	ACSA_12642
Asac02G016820.1	ACSA_12643
Asac05G022160.1	ACSA_12644
Asac09G027320.1	ACSA_12645
Asac11G022030.1	ACSA_12646
Asac06G009290.1	ACSA_12647
Asac01G011370.1	ACSA_12648
Asac11G014940.1	ACSA_12649
Asac09G023250.1	ACSA_12650
Asac03G033900.1	ACSA_12651
Asac220S000070.1	ACSA_12652
Asac08G010540.1	ACSA_12653
Asac12G013500.1	ACSA_12654
Asac02G042130.1	ACSA_12655
Asac06G024820.1	ACSA_12656
Asac12G020080.1	ACSA_12657
Asac06G015420.1	ACSA_12658
Asac07G021490.1	ACSA_12659
Asac11G017310.1	ACSA_12660
Asac01G000180.1	ACSA_12661
Asac04G022170.1	ACSA_12662
Asac03G000670.1	ACSA_12663
Asac03G032470.1	ACSA_12664
Asac041S000010.1	ACSA_12665
Asac372S000020.1	ACSA_12666
Asac01G042230.1	ACSA_12667
Asac05G002180.1	ACSA_12668
Asac06G009570.1	ACSA_12669
Asac09G022410.1	ACSA_12670
Asac02G019150.1	ACSA_12671
